path_name,scene_id,start_time,end_time
demolition.mp4,175,00:10:02.900,00:10:05.800
demolition.mp4,176,00:10:05.800,00:10:11.433
demolition.mp4,177,00:10:11.433,00:10:14.067
demolition.mp4,178,00:10:14.067,00:10:15.867
demolition.mp4,179,00:10:15.867,00:10:17.633
demolition.mp4,180,00:10:17.633,00:10:25.200
demolition.mp4,181,00:10:25.200,00:10:28.433
demolition.mp4,182,00:10:28.433,00:10:31.033
demolition.mp4,183,00:10:31.033,00:10:34.667
demolition.mp4,184,00:10:34.667,00:10:35.733
demolition.mp4,185,00:10:35.733,00:10:38.400
demolition.mp4,186,00:10:38.400,00:10:47.433
demolition.mp4,187,00:10:47.433,00:10:50.167
demolition.mp4,188,00:10:50.167,00:10:51.067
demolition.mp4,189,00:10:51.067,00:10:54.733
demolition.mp4,190,00:10:54.733,00:10:58.167
demolition.mp4,191,00:10:58.167,00:11:02.533
demolition.mp4,192,00:11:02.533,00:11:12.567
demolition.mp4,193,00:11:12.567,00:11:13.900
demolition.mp4,194,00:11:13.900,00:11:16.767
demolition.mp4,195,00:11:16.767,00:11:19.233
demolition.mp4,196,00:11:19.233,00:11:23.700
demolition.mp4,197,00:11:23.700,00:11:28.100
demolition.mp4,198,00:11:28.100,00:11:29.200
demolition.mp4,199,00:11:29.200,00:11:33.033
demolition.mp4,200,00:11:33.033,00:11:35.567
demolition.mp4,201,00:11:35.567,00:11:45.767
demolition.mp4,202,00:11:45.767,00:11:47.033
demolition.mp4,203,00:11:47.033,00:11:57.233
demolition.mp4,204,00:11:57.233,00:12:00.067
demolition.mp4,205,00:12:00.067,00:12:02.100
demolition.mp4,206,00:12:02.100,00:12:03.467
demolition.mp4,207,00:12:03.467,00:12:05.867
demolition.mp4,208,00:12:05.867,00:12:17.367
demolition.mp4,209,00:12:17.367,00:12:29.000
demolition.mp4,210,00:12:29.000,00:12:34.267
demolition.mp4,211,00:12:34.267,00:12:37.133
demolition.mp4,212,00:12:37.133,00:12:39.000
demolition.mp4,213,00:12:39.000,00:12:41.700
demolition.mp4,214,00:12:41.700,00:12:46.600
demolition.mp4,215,00:12:46.600,00:12:52.467
demolition.mp4,216,00:12:52.467,00:12:59.067
demolition.mp4,217,00:12:59.067,00:13:02.100
demolition.mp4,218,00:13:02.100,00:13:03.900
demolition.mp4,219,00:13:03.900,00:13:09.000
demolition.mp4,220,00:13:09.000,00:13:10.500
demolition.mp4,221,00:13:10.500,00:13:16.667
demolition.mp4,222,00:13:16.667,00:13:20.300
demolition.mp4,223,00:13:20.300,00:13:25.133
demolition.mp4,224,00:13:25.133,00:13:27.600
demolition.mp4,225,00:13:27.600,00:13:33.167
demolition.mp4,226,00:13:33.167,00:13:39.567
demolition.mp4,227,00:13:39.567,00:13:43.267
demolition.mp4,228,00:13:43.267,00:13:45.967
demolition.mp4,229,00:13:45.967,00:13:48.767
demolition.mp4,230,00:13:48.767,00:14:00.833
demolition.mp4,231,00:14:00.833,00:14:04.200
demolition.mp4,232,00:14:04.200,00:14:17.833
demolition.mp4,233,00:14:17.833,00:14:20.900
demolition.mp4,234,00:14:20.900,00:14:29.167
demolition.mp4,235,00:14:29.167,00:14:31.867
demolition.mp4,236,00:14:31.867,00:14:44.533
demolition.mp4,237,00:14:44.533,00:14:48.833
demolition.mp4,238,00:14:48.833,00:14:53.800
demolition.mp4,239,00:14:53.800,00:14:57.600
demolition.mp4,240,00:14:57.600,00:15:02.733
demolition.mp4,241,00:15:02.733,00:15:05.033
demolition.mp4,242,00:15:05.033,00:15:09.633
demolition.mp4,243,00:15:09.633,00:15:12.700
demolition.mp4,244,00:15:12.700,00:15:16.367
demolition.mp4,245,00:15:16.367,00:15:22.200
demolition.mp4,246,00:15:22.200,00:15:26.667
demolition.mp4,247,00:15:26.667,00:15:29.267
demolition.mp4,248,00:15:29.267,00:15:30.867
demolition.mp4,249,00:15:30.867,00:15:32.800
demolition.mp4,250,00:15:32.800,00:15:34.900
demolition.mp4,251,00:15:34.900,00:15:36.100
demolition.mp4,252,00:15:36.100,00:15:38.567
demolition.mp4,253,00:15:38.567,00:15:40.600
demolition.mp4,254,00:15:40.600,00:15:42.733
demolition.mp4,255,00:15:42.733,00:15:45.367
demolition.mp4,256,00:15:45.367,00:15:47.400
demolition.mp4,257,00:15:47.400,00:15:51.933
demolition.mp4,258,00:15:51.933,00:15:53.167
demolition.mp4,259,00:15:53.167,00:15:54.500
demolition.mp4,260,00:15:54.500,00:15:56.867
demolition.mp4,261,00:15:56.867,00:15:58.433
demolition.mp4,262,00:15:58.433,00:16:00.733
demolition.mp4,263,00:16:00.733,00:16:01.900
demolition.mp4,264,00:16:01.900,00:16:02.833
demolition.mp4,265,00:16:02.833,00:16:05.133
demolition.mp4,266,00:16:05.133,00:16:07.100
demolition.mp4,267,00:16:07.100,00:16:08.300
demolition.mp4,268,00:16:08.300,00:16:09.367
demolition.mp4,269,00:16:09.367,00:16:15.267
demolition.mp4,270,00:16:15.267,00:16:19.900
demolition.mp4,271,00:16:19.900,00:16:29.267
demolition.mp4,272,00:16:29.267,00:16:31.467
demolition.mp4,273,00:16:31.467,00:16:33.500
demolition.mp4,274,00:16:33.500,00:16:35.733
demolition.mp4,275,00:16:35.733,00:16:39.400
demolition.mp4,276,00:16:39.400,00:16:41.400
demolition.mp4,277,00:16:41.400,00:16:46.900
demolition.mp4,278,00:16:46.900,00:16:49.300
demolition.mp4,279,00:16:49.300,00:16:51.700
demolition.mp4,280,00:16:51.700,00:16:54.467
demolition.mp4,281,00:16:54.467,00:16:56.167
demolition.mp4,282,00:16:56.167,00:16:58.600
demolition.mp4,283,00:16:58.600,00:17:00.233
demolition.mp4,284,00:17:00.233,00:17:01.400
demolition.mp4,285,00:17:01.400,00:17:03.600
demolition.mp4,286,00:17:03.600,00:17:07.733
demolition.mp4,287,00:17:07.733,00:17:12.833
demolition.mp4,288,00:17:12.833,00:17:16.733
demolition.mp4,289,00:17:16.733,00:17:23.467
demolition.mp4,290,00:17:23.467,00:17:26.133
demolition.mp4,291,00:17:26.133,00:17:29.333
demolition.mp4,292,00:17:29.333,00:17:33.200
demolition.mp4,293,00:17:33.200,00:17:39.900
demolition.mp4,294,00:17:39.900,00:17:43.233
demolition.mp4,295,00:17:43.233,00:17:46.633
demolition.mp4,296,00:17:46.633,00:17:53.300
demolition.mp4,297,00:17:53.300,00:17:56.400
demolition.mp4,298,00:17:56.400,00:18:06.567
demolition.mp4,299,00:18:06.567,00:18:10.433
demolition.mp4,300,00:18:10.433,00:18:13.300
demolition.mp4,301,00:18:13.300,00:18:14.833
demolition.mp4,302,00:18:14.833,00:18:21.667
demolition.mp4,303,00:18:21.667,00:18:25.133
demolition.mp4,304,00:18:25.133,00:18:28.933
demolition.mp4,305,00:18:28.933,00:18:32.133
demolition.mp4,306,00:18:32.133,00:18:39.233
demolition.mp4,307,00:18:39.233,00:18:41.100
demolition.mp4,308,00:18:41.100,00:18:44.833
demolition.mp4,309,00:18:44.833,00:18:58.633
demolition.mp4,310,00:18:58.633,00:19:02.900
demolition.mp4,311,00:19:02.900,00:19:04.900
demolition.mp4,312,00:19:04.900,00:19:05.733
demolition.mp4,313,00:19:05.733,00:19:06.600
demolition.mp4,314,00:19:06.600,00:19:09.067
demolition.mp4,315,00:19:09.067,00:19:11.267
demolition.mp4,316,00:19:11.267,00:19:14.633
demolition.mp4,317,00:19:14.633,00:19:21.567
demolition.mp4,318,00:19:21.567,00:19:23.133
demolition.mp4,319,00:19:23.133,00:19:23.900
demolition.mp4,320,00:19:23.900,00:19:26.400
demolition.mp4,321,00:19:26.400,00:19:28.300
demolition.mp4,322,00:19:28.300,00:19:29.633
demolition.mp4,323,00:19:29.633,00:19:33.200
demolition.mp4,324,00:19:33.200,00:19:36.433
demolition.mp4,325,00:19:36.433,00:19:38.600
demolition.mp4,326,00:19:38.600,00:19:42.233
demolition.mp4,327,00:19:42.233,00:19:43.933
demolition.mp4,328,00:19:43.933,00:19:46.167
demolition.mp4,329,00:19:46.167,00:19:48.300
demolition.mp4,330,00:19:48.300,00:19:49.133
demolition.mp4,331,00:19:49.133,00:19:50.700
demolition.mp4,332,00:19:50.700,00:19:52.133
demolition.mp4,333,00:19:52.133,00:19:53.467
demolition.mp4,334,00:19:53.467,00:19:54.733
demolition.mp4,335,00:19:54.733,00:19:56.067
demolition.mp4,336,00:19:56.067,00:19:57.267
demolition.mp4,337,00:19:57.267,00:19:58.933
demolition.mp4,338,00:19:58.933,00:20:00.200
demolition.mp4,339,00:20:00.200,00:20:01.667
demolition.mp4,340,00:20:01.667,00:20:03.333
demolition.mp4,341,00:20:03.333,00:20:04.567
demolition.mp4,342,00:20:04.567,00:20:06.867
demolition.mp4,343,00:20:06.867,00:20:08.533
demolition.mp4,344,00:20:08.533,00:20:09.867
demolition.mp4,345,00:20:09.867,00:20:11.533
demolition.mp4,346,00:20:11.533,00:20:13.000
demolition.mp4,347,00:20:13.000,00:20:14.867
demolition.mp4,348,00:20:14.867,00:20:15.967
demolition.mp4,349,00:20:15.967,00:20:17.600
demolition.mp4,350,00:20:17.600,00:20:24.833
demolition.mp4,351,00:20:24.833,00:20:26.067
demolition.mp4,352,00:20:26.067,00:20:28.767
demolition.mp4,353,00:20:28.767,00:20:30.200
demolition.mp4,354,00:20:30.200,00:20:31.200
demolition.mp4,355,00:20:31.200,00:20:32.967
demolition.mp4,356,00:20:32.967,00:20:34.867
demolition.mp4,357,00:20:34.867,00:20:35.933
demolition.mp4,358,00:20:35.933,00:20:36.467
demolition.mp4,359,00:20:36.467,00:20:38.200
demolition.mp4,360,00:20:38.200,00:20:41.667
demolition.mp4,361,00:20:41.667,00:20:45.000
demolition.mp4,362,00:20:45.000,00:20:47.033
demolition.mp4,363,00:20:47.033,00:20:50.533
demolition.mp4,364,00:20:50.533,00:20:52.133
demolition.mp4,365,00:20:52.133,00:20:54.300
demolition.mp4,366,00:20:54.300,00:20:56.333
demolition.mp4,367,00:20:56.333,00:20:59.600
demolition.mp4,368,00:20:59.600,00:21:02.667
demolition.mp4,369,00:21:02.667,00:21:07.567
demolition.mp4,370,00:21:07.567,00:21:09.567
demolition.mp4,371,00:21:09.567,00:21:12.433
demolition.mp4,372,00:21:12.433,00:21:14.733
demolition.mp4,373,00:21:14.733,00:21:17.233
demolition.mp4,374,00:21:17.233,00:21:20.033
demolition.mp4,375,00:21:20.033,00:21:24.033
demolition.mp4,376,00:21:24.033,00:21:27.233
demolition.mp4,377,00:21:27.233,00:21:29.067
demolition.mp4,378,00:21:29.067,00:21:30.133
demolition.mp4,379,00:21:30.133,00:21:39.833
demolition.mp4,380,00:21:39.833,00:21:42.467
demolition.mp4,381,00:21:42.467,00:21:44.500
demolition.mp4,382,00:21:44.500,00:21:53.900
demolition.mp4,383,00:21:53.900,00:21:57.067
demolition.mp4,384,00:21:57.067,00:21:59.267
demolition.mp4,385,00:21:59.267,00:22:01.333
demolition.mp4,386,00:22:01.333,00:22:02.367
demolition.mp4,387,00:22:02.367,00:22:09.533
demolition.mp4,388,00:22:09.533,00:22:16.633
demolition.mp4,389,00:22:16.633,00:22:19.367
demolition.mp4,390,00:22:19.367,00:22:21.200
demolition.mp4,391,00:22:21.200,00:22:24.567
demolition.mp4,392,00:22:24.567,00:22:25.767
demolition.mp4,393,00:22:25.767,00:22:31.500
demolition.mp4,394,00:22:31.500,00:22:33.367
demolition.mp4,395,00:22:33.367,00:22:35.100
demolition.mp4,396,00:22:35.100,00:22:37.900
demolition.mp4,397,00:22:37.900,00:22:39.533
demolition.mp4,398,00:22:39.533,00:22:40.733
demolition.mp4,399,00:22:40.733,00:22:41.900
demolition.mp4,400,00:22:41.900,00:22:43.000
demolition.mp4,401,00:22:43.000,00:22:43.933
demolition.mp4,402,00:22:43.933,00:22:52.800
demolition.mp4,403,00:22:52.800,00:22:55.633
demolition.mp4,404,00:22:55.633,00:22:57.967
demolition.mp4,405,00:22:57.967,00:23:00.133
demolition.mp4,406,00:23:00.133,00:23:05.633
demolition.mp4,407,00:23:05.633,00:23:15.633
demolition.mp4,408,00:23:15.633,00:23:20.400
